filename,aoi_deg
stain_0000.png,50.892853149923766
stain_0001.png,71.69972321531388
stain_0002.png,48.433067026166704
stain_0003.png,18.180753180943142
stain_0004.png,63.65579312549835
stain_0005.png,41.83925468359188
stain_0006.png,67.39509212364652
stain_0007.png,74.67396286192152
stain_0008.png,59.223186612519235
stain_0009.png,23.450443471278838
stain_0010.png,69.2004518142263
stain_0011.png,52.95313682433601
stain_0012.png,67.10657276745457
stain_0013.png,58.33725074524695
stain_0014.png,23.714942010816333
stain_0015.png,11.03128755144196
stain_0016.png,52.772366591366506
stain_0017.png,43.541551287747254
stain_0018.png,5.7028776760384945
stain_0019.png,18.664155886189775
stain_0020.png,5.92394194689337
stain_0021.png,28.203496821024395
stain_0022.png,65.13057536729727
stain_0023.png,9.145931749312709
stain_0024.png,61.66940672418265
stain_0025.png,33.4496215294854
stain_0026.png,39.2462739071354
stain_0027.png,27.14150805893258
stain_0028.png,49.333608166789936
stain_0029.png,58.98063188263207
stain_0030.png,45.787604962367375
stain_0031.png,74.75430090035519
stain_0032.png,72.22863667594642
stain_0033.png,31.598837726674006
stain_0034.png,71.83097235008717
stain_0035.png,39.65557835627491
stain_0036.png,33.251195931288805
stain_0037.png,43.207383553330864
stain_0038.png,24.631038972088074
stain_0039.png,51.22653160930451
stain_0040.png,7.108263002707655
stain_0041.png,20.32670442710517
stain_0042.png,64.00321213133527
stain_0043.png,67.43659564186146
stain_0044.png,6.091799533719565
stain_0045.png,7.94903867792539
stain_0046.png,6.2738834340835865
stain_0047.png,26.051445064019596
stain_0048.png,9.16902605018631
stain_0049.png,23.121766559317866
stain_0050.png,36.66462891576683
stain_0051.png,65.75124053299481
stain_0052.png,45.40750981287403
stain_0053.png,45.22515299533625
stain_0054.png,5.942456459710668
stain_0055.png,60.96476524971542
stain_0056.png,68.04910913671077
stain_0057.png,32.047810964410345
stain_0058.png,20.29994630201999
stain_0059.png,73.96940707463257
stain_0060.png,43.77258674802695
stain_0061.png,27.379860926373695
stain_0062.png,34.75650079068997
stain_0063.png,67.70643536543744
stain_0064.png,66.67118731345974
stain_0065.png,69.55021105833903
stain_0066.png,60.15631213620104
stain_0067.png,63.17961788327658
stain_0068.png,72.31636745720792
stain_0069.png,22.31316803454891
stain_0070.png,47.692215667265515
stain_0071.png,17.625318053748348
stain_0072.png,69.58994960077786
stain_0073.png,52.4413763544945
stain_0074.png,70.06907182586849
stain_0075.png,20.597822910603583
stain_0076.png,60.83098067672904
stain_0077.png,58.52517678910312
stain_0078.png,55.96658238759752
stain_0079.png,58.663215632559734
stain_0080.png,73.49503885273337
stain_0081.png,69.62792058819886
stain_0082.png,6.232320187640147
stain_0083.png,50.575220228801925
stain_0084.png,43.98004589175804
stain_0085.png,17.24808879149576
stain_0086.png,35.995792904234804
stain_0087.png,66.75499785429386
stain_0088.png,58.09734279797897
stain_0089.png,21.08706573328743
stain_0090.png,51.233886497183505
stain_0091.png,69.83969283577977
stain_0092.png,52.29016710861992
stain_0093.png,19.13018935997099
stain_0094.png,71.60461739546876
stain_0095.png,39.990293931200796
stain_0096.png,42.400898891957056
stain_0097.png,44.128446518544955
stain_0098.png,42.67409654559717
stain_0099.png,28.20483280808915
stain_0100.png,6.8271613673540354
stain_0101.png,46.54170874320642
stain_0102.png,34.29836247981906
stain_0103.png,51.2821514121284
stain_0104.png,11.525498649051382
stain_0105.png,35.95759324370468
stain_0106.png,69.17904456873245
stain_0107.png,74.00507707682796
stain_0108.png,67.83142274454815
stain_0109.png,37.15843895307258
stain_0110.png,19.335644749022613
stain_0111.png,64.07404634093814
stain_0112.png,37.27704884848252
stain_0113.png,38.7437996790322
stain_0114.png,46.77738517204754
stain_0115.png,31.13164494286768
